obs_ID,root_ID,SampleId,RootName,Tube,Location,Date,Time,Session,DataGatherer,BirthSession,DeathSession,TotLength_mm,TotProjArea_mm2,TotSurfArea_mm2,TotAvgDiam_mm,TotVolume_mm3,Length_mm,ProjArea_mm2,SurfArea_mm2,AvgDiam_mm,Volume_mm3,TipDiam,TipLivStatus,HighestOrder,ExtPathLength,Altitude,root_status
2_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.05.25_102623_002_SAS.jpg,R1,9,33,2020.05.25,102623,2,SAS,1,0,73.4192,29.2978,92.0419,0.39905,13.8005,73.4192,29.2978,92.0419,0.39905,13.8005,1.6261,A,1,163,28,Alive
3_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.06.25_095910_003_SAS.jpg,R1,9,33,2020.06.25,95910,3,SAS,1,0,80.4081,27.5571,86.5731,0.34272,11.5141,80.4081,27.5571,86.5731,0.34272,11.5141,1.6261,A,2,241,34,Alive
4_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.07.29_101814_004_SAS.jpg,R1,9,33,2020.07.29,101814,4,SAS,1,0,76.4832,25.752,80.9022,0.3367,10.6666,76.4832,25.752,80.9022,0.3367,10.6666,1.6261,A,2,196,34,Alive
5_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.08.27_100951_005_SAS.jpg,R1,9,33,2020.08.27,100951,5,SAS,1,0,80.0898,28.1046,88.2933,0.35091,12.494,80.0898,28.1046,88.2933,0.35091,12.494,1.6261,A,2,215,35,Alive
6_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.09.30_104555_006_SAS.jpg,R1,9,33,2020.09.30,104555,6,SAS,1,0,77.4985,25.7885,81.0169,0.33276,10.6141,77.4985,25.7885,81.0169,0.33276,10.6141,1.6261,A,2,198,35,Alive
7_9_9_R22,9_9_R22,BRUROOTSTUDY2020_T009_L009_2020.10.28_104517_007_SAS.jpg,R22,9,9,2020.10.28,104517,7,SAS,6,0,40.2781,12.0852,37.9666,0.30004,3.4261,40.2781,12.0852,37.9666,0.30004,3.4261,4.8784,A,1,74,20,Alive
5_21_23_R1,21_23_R1,BRUROOTSTUDY2020_T021_L023_2020.08.27_110814_005_SAS.jpg,R1,21,23,2020.08.27,110814,5,SAS,1,3,45.5452,17.3173,54.4039,0.38022,5.5143,45.5452,17.3173,54.4039,0.38022,5.5143,4.6073,D,1,39,12,Dead
7_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.10.28_104653_007_SAS.jpg,R1,9,33,2020.10.28,104653,7,SAS,1,7,77.4985,25.7885,81.0169,0.33276,10.6141,77.4985,25.7885,81.0169,0.33276,10.6141,1.6261,D,2,198,35,Dead
8_9_33_R1,9_33_R1,BRUROOTSTUDY2020_T009_L033_2020.11.23_120508_008_SAS.jpg,R1,9,33,2020.11.23,120508,8,SAS,1,7,77.4985,25.7885,81.0169,0.33276,10.6141,77.4985,25.7885,81.0169,0.33276,10.6141,1.6261,D,2,198,35,Dead
6_15_34_R8,15_34_R8,BRUROOTSTUDY2020_T015_L034_2020.09.30_112539_006_SAS.jpg,R8,15,34,2020.09.30,112539,6,SAS,5,0,50.093,24.0658,75.6051,0.48045,10.3491,50.093,24.0658,75.6051,0.48045,10.3491,7.0465,A,1,98,16,Alive
